"Data","Ultimo","Apertura","Massimo","Minimo","Var. %"
"29.07.2019","-0,3890","-0,3850","-0,3770","-0,4010","3,18%"
"27.07.2019","-0,3770","-0,3770","-0,3770","-0,3770","0,00%"
"26.07.2019","-0,3770","-0,3680","-0,3580","-0,3820","4,43%"
"25.07.2019","-0,3610","-0,3790","-0,3300","-0,4220","-4,50%"
"24.07.2019","-0,3780","-0,3500","-0,3430","-0,3900","7,08%"
"23.07.2019","-0,3530","-0,3350","-0,3320","-0,3590","2,62%"
"22.07.2019","-0,3440","-0,3190","-0,3140","-0,3470","6,17%"
"20.07.2019","-0,3240","-0,3240","-0,3240","-0,3240","0,62%"
"19.07.2019","-0,3220","-0,3100","-0,3100","-0,3320","3,87%"
"18.07.2019","-0,3100","-0,3070","-0,2950","-0,3270","8,01%"
"17.07.2019","-0,2870","-0,2730","-0,2630","-0,2970","-0,69%"
"16.07.2019","-0,2890","-0,3000","-0,2820","-0,3160","-1,70%"
"15.07.2019","-0,2940","-0,2450","-0,2430","-0,2990","16,67%"
"13.07.2019","-0,2520","-0,2520","-0,2520","-0,2520","1,61%"
"12.07.2019","-0,2480","-0,2490","-0,2240","-0,2660","-6,06%"
"11.07.2019","-0,2640","-0,3170","-0,2530","-0,3210","-13,73%"
"10.07.2019","-0,3060","-0,3350","-0,2790","-0,3540","-13,56%"
"09.07.2019","-0,3540","-0,3700","-0,3450","-0,3740","-3,28%"
"08.07.2019","-0,3660","-0,3840","-0,3630","-0,3870","1,39%"
"05.07.2019","-0,3610","-0,4010","-0,3400","-0,4030","-9,52%"
"04.07.2019","-0,3990","-0,3850","-0,3800","-0,4090","3,64%"
"03.07.2019","-0,3850","-0,3860","-0,3750","-0,3990","4,62%"
"02.07.2019","-0,3680","-0,3610","-0,3410","-0,3700","4,25%"
"01.07.2019","-0,3530","-0,3110","-0,3040","-0,3630","7,62%"
"28.06.2019","-0,3280","-0,3230","-0,3050","-0,3310","2,50%"
"27.06.2019","-0,3200","-0,2930","-0,2700","-0,3210","5,61%"
"26.06.2019","-0,3030","-0,3190","-0,2990","-0,3310","-8,46%"
"25.06.2019","-0,3310","-0,3120","-0,3040","-0,3360","8,17%"
"24.06.2019","-0,3060","-0,2870","-0,2850","-0,3140","7,75%"
"21.06.2019","-0,2840","-0,3110","-0,2730","-0,3220","-10,13%"
"20.06.2019","-0,3160","-0,3130","-0,3000","-0,3230","9,34%"
"19.06.2019","-0,2890","-0,3130","-0,2800","-0,3200","-8,83%"
"18.06.2019","-0,3170","-0,2490","-0,2440","-0,3290","29,39%"
"17.06.2019","-0,2450","-0,2500","-0,2330","-0,2560","-4,30%"
"14.06.2019","-0,2560","-0,2500","-0,2410","-0,2710","5,79%"
"13.06.2019","-0,2420","-0,2400","-0,2320","-0,2520","2,11%"
"12.06.2019","-0,2370","-0,2370","-0,2280","-0,2480","1,72%"
"11.06.2019","-0,2330","-0,2150","-0,2140","-0,2360","6,39%"
"10.06.2019","-0,2190","-0,2470","-0,2110","-0,2480","-14,79%"
"07.06.2019","-0,2570","-0,2300","-0,2250","-0,2620","7,08%"
"06.06.2019","-0,2400","-0,2260","-0,1890","-0,2400","5,73%"
"05.06.2019","-0,2270","-0,2060","-0,2010","-0,2300","9,13%"
"04.06.2019","-0,2080","-0,2010","-0,2000","-0,2190","3,48%"
"03.06.2019","-0,2010","-0,2060","-0,1920","-0,2190","-0,99%"
"31.05.2019","-0,2030","-0,1910","-0,1880","-0,2130","16,00%"
"30.05.2019","-0,1750","-0,1610","-0,1480","-0,1790","-0,57%"
"29.05.2019","-0,1760","-0,1610","-0,1570","-0,1790","10,00%"
"28.05.2019","-0,1600","-0,1400","-0,1350","-0,1640","12,68%"
"27.05.2019","-0,1420","-0,1140","-0,1100","-0,1470","22,41%"
"25.05.2019","-0,1160","-0,1110","-0,1110","-0,1170","0,00%"
"24.05.2019","-0,1160","-0,1130","-0,1040","-0,1220","-3,33%"
"23.05.2019","-0,1200","-0,0970","-0,0860","-0,1210","44,58%"
"22.05.2019","-0,0830","-0,0650","-0,0580","-0,0890","43,10%"
"21.05.2019","-0,0580","-0,0820","-0,0510","-0,0930","-34,09%"
"20.05.2019","-0,0880","-0,0970","-0,0720","-0,1060","-14,56%"
"17.05.2019","-0,1030","-0,1110","-0,0890","-0,1290","11,96%"
"16.05.2019","-0,0920","-0,1080","-0,0830","-0,1200","-7,07%"
"15.05.2019","-0,0990","-0,0740","-0,0690","-0,1320","41,43%"
"14.05.2019","-0,0700","-0,0590","-0,0520","-0,0830","-2,78%"
"13.05.2019","-0,0720","-0,0490","-0,0340","-0,0750","46,94%"
"11.05.2019","-0,0490","-0,0490","-0,0490","-0,0490","11,36%"
"10.05.2019","-0,0440","-0,0510","-0,0240","-0,0540","-8,33%"
"09.05.2019","-0,0480","-0,0460","-0,0390","-0,0690","4,35%"
"08.05.2019","-0,0460","-0,0290","-0,0230","-0,0630","15,00%"
"07.05.2019","-0,0400","0,0040","0,0250","-0,0400","-766,67%"
"06.05.2019","0,0060","-0,0030","0,0200","-0,0080","-66,67%"
"04.05.2019","0,0180","0,0180","0,0180","0,0180","-25,00%"
"03.05.2019","0,0240","0,0280","0,0500","0,0090","-17,24%"
"02.05.2019","0,0290","0,0300","0,0420","0,0040","123,08%"
"01.05.2019","0,0130","0,0130","0,0130","0,0130","0,00%"
"30.04.2019","0,0130","-0,0050","0,0510","-0,0100","225,00%"
"29.04.2019","0,0040","-0,0120","0,0170","-0,0150","-119,05%"
"26.04.2019","-0,0210","-0,0120","-0,0030","-0,0270","133,33%"
"25.04.2019","-0,0090","-0,0110","0,0000","-0,0190","-30,77%"
"24.04.2019","-0,0130","0,0230","0,0360","-0,0180","-132,50%"
"23.04.2019","0,0400","0,0330","0,0580","0,0280","66,67%"
"22.04.2019","0,0240","0,0240","0,0240","0,0240","4,35%"
"19.04.2019","0,0230","0,0240","0,0240","0,0230","0,00%"
"18.04.2019","0,0230","0,0760","0,0850","0,0170","-71,60%"
"17.04.2019","0,0810","0,0860","0,1020","0,0720","24,62%"
"16.04.2019","0,0650","0,0600","0,0730","0,0370","14,04%"
"15.04.2019","0,0570","0,0580","0,0800","0,0480","0,00%"
"12.04.2019","0,0570","-0,0100","0,0610","-0,0240","-812,50%"
"11.04.2019","-0,0080","-0,0260","-0,0040","-0,0320","-69,23%"
"10.04.2019","-0,0260","-0,0100","0,0020","-0,0390","188,89%"
"09.04.2019","-0,0090","0,0090","0,0210","-0,0150","-250,00%"
"08.04.2019","0,0060","-0,0020","0,0120","-0,0070","0,00%"
"05.04.2019","0,0060","0,0160","0,0240","-0,0070","-200,00%"
"04.04.2019","-0,0060","0,0060","0,0070","-0,0160","-175,00%"
"03.04.2019","0,0080","-0,0230","0,0130","-0,0240","-116,33%"
"02.04.2019","-0,0490","-0,0370","-0,0240","-0,0550","81,48%"
"01.04.2019","-0,0270","-0,0490","-0,0180","-0,0530","-60,29%"
"30.03.2019","-0,0680","-0,0680","-0,0680","-0,0680","-4,23%"
"29.03.2019","-0,0710","-0,0610","-0,0450","-0,0750","0,00%"
"28.03.2019","-0,0710","-0,0870","-0,0590","-0,0920","-12,35%"
"27.03.2019","-0,0810","-0,0310","-0,0290","-0,0940","440,00%"
"26.03.2019","-0,0150","-0,0140","-0,0040","-0,0320","-46,43%"
"25.03.2019","-0,0280","-0,0200","0,0040","-0,0320","133,33%"
"22.03.2019","-0,0120","0,0490","0,0540","-0,0330","-128,57%"
"21.03.2019","0,0420","0,0690","0,0720","0,0340","-49,40%"
"20.03.2019","0,0830","0,1020","0,1110","0,0760","-17,82%"
"19.03.2019","0,1010","0,0820","0,1240","0,0740","18,82%"
"18.03.2019","0,0850","0,0860","0,1020","0,0720","1,19%"
"16.03.2019","0,0840","0,0840","0,0840","0,0840","1,20%"
"15.03.2019","0,0830","0,0770","0,1040","0,0660","-2,35%"
"14.03.2019","0,0850","0,0780","0,0960","0,0660","34,92%"
"13.03.2019","0,0630","0,0550","0,0760","0,0540","16,67%"
"12.03.2019","0,0540","0,0800","0,1070","0,0520","-19,40%"
"11.03.2019","0,0670","0,0650","0,0780","0,0550","-5,63%"
"09.03.2019","0,0710","0,0710","0,0710","0,0710","0,00%"
"08.03.2019","0,0710","0,0600","0,0790","0,0480","7,58%"
"07.03.2019","0,0660","0,1230","0,1390","0,0610","-48,44%"
"06.03.2019","0,1280","0,1700","0,1700","0,1230","-23,35%"
"05.03.2019","0,1670","0,1660","0,1870","0,1580","1,83%"
"04.03.2019","0,1640","0,1930","0,1950","0,1540","-13,23%"
"02.03.2019","0,1890","0,1890","0,1890","0,1890","2,72%"
"01.03.2019","0,1840","0,1890","0,2080","0,1790","1,10%"
"28.02.2019","0,1820","0,1460","0,1950","0,1380","22,97%"
"27.02.2019","0,1480","0,1100","0,1680","0,1030","24,37%"
"26.02.2019","0,1190","0,1040","0,1270","0,0910","9,17%"
"25.02.2019","0,1090","0,1000","0,1230","0,1000","15,96%"
"22.02.2019","0,0940","0,1250","0,1270","0,0920","-27,13%"
"21.02.2019","0,1290","0,1050","0,1460","0,0980","30,30%"
"20.02.2019","0,0990","0,1040","0,1120","0,0890","-5,71%"
"19.02.2019","0,1050","0,1070","0,1190","0,0840","-6,25%"
"18.02.2019","0,1120","0,1040","0,1180","0,0970","13,13%"
"16.02.2019","0,0990","0,0990","0,0990","0,0990","-4,81%"
"15.02.2019","0,1040","0,1010","0,1170","0,0920","-0,95%"
"14.02.2019","0,1050","0,1330","0,1330","0,0860","-14,63%"
"13.02.2019","0,1230","0,1400","0,1450","0,1190","-6,82%"
"12.02.2019","0,1320","0,1280","0,1460","0,1180","10,92%"
"11.02.2019","0,1190","0,0940","0,1220","0,0900","35,23%"
"08.02.2019","0,0880","0,1030","0,1180","0,0770","-24,14%"
"07.02.2019","0,1160","0,1580","0,1660","0,1050","-28,40%"
"06.02.2019","0,1620","0,1660","0,1750","0,1540","-4,71%"
"05.02.2019","0,1700","0,1740","0,2060","0,1640","-3,41%"
"04.02.2019","0,1760","0,1680","0,1850","0,1600","6,02%"
"01.02.2019","0,1660","0,1510","0,1700","0,1470","11,41%"
"31.01.2019","0,1490","0,1720","0,1830","0,1480","-21,16%"
"30.01.2019","0,1890","0,1960","0,2060","0,1850","-5,03%"
"29.01.2019","0,1990","0,2100","0,2150","0,1960","-2,93%"
"28.01.2019","0,2050","0,1860","0,2250","0,1860","7,89%"
"26.01.2019","0,1900","0,1900","0,1900","0,1900","-1,04%"
"25.01.2019","0,1920","0,1860","0,2050","0,1770","6,67%"
"24.01.2019","0,1800","0,2250","0,2290","0,1780","-19,64%"
"23.01.2019","0,2240","0,2350","0,2490","0,2180","-4,68%"
"22.01.2019","0,2350","0,2480","0,2610","0,2250","-7,48%"
"21.01.2019","0,2540","0,2550","0,2640","0,2470","-3,42%"
"18.01.2019","0,2630","0,2460","0,2760","0,2400","8,23%"
"17.01.2019","0,2430","0,2180","0,2460","0,2050","8,48%"
"16.01.2019","0,2240","0,2080","0,2390","0,2070","7,69%"
"15.01.2019","0,2080","0,2390","0,2410","0,1990","-10,73%"
"14.01.2019","0,2330","0,2390","0,2390","0,2040","27,32%"
"11.01.2019","0,1830","0,1930","0,1990","0,1670","-7,11%"
"10.01.2019","0,1970","0,2010","0,2130","0,1850","-10,05%"
"09.01.2019","0,2190","0,2250","0,2470","0,2040","-3,10%"
"08.01.2019","0,2260","0,2210","0,2470","0,2180","2,26%"
"07.01.2019","0,2210","0,2150","0,2240","0,1900","7,28%"
"04.01.2019","0,2060","0,1630","0,2210","0,1590","35,53%"
"03.01.2019","0,1520","0,1520","0,1890","0,1460","-7,88%"
"02.01.2019","0,1650","0,2270","0,2310","0,1480","-31,82%"
"01.01.2019","0,2420","0,2420","0,2420","0,2420","-1,63%"
"31.12.2018","0,2460","0,2430","0,2460","0,2430","5,13%"
"28.12.2018","0,2340","0,2360","0,2500","0,2210","4,00%"
"27.12.2018","0,2250","0,2510","0,2510","0,2180","-10,00%"
"26.12.2018","0,2500","0,2500","0,2500","0,2500","0,81%"
"25.12.2018","0,2480","0,2500","0,2500","0,2480","-0,40%"
"24.12.2018","0,2490","0,2490","0,2490","0,2490","-0,40%"
"21.12.2018","0,2500","0,2530","0,2550","0,2360","7,76%"
"20.12.2018","0,2320","0,2240","0,2440","0,2030","-3,73%"
"19.12.2018","0,2410","0,2420","0,2540","0,2330","-0,82%"
"18.12.2018","0,2430","0,2460","0,2540","0,2290","-5,45%"
"17.12.2018","0,2570","0,2640","0,2710","0,2470","0,39%"
"14.12.2018","0,2560","0,2680","0,2720","0,2460","-10,18%"
"13.12.2018","0,2850","0,2790","0,2980","0,2550","2,89%"
"12.12.2018","0,2770","0,2420","0,2800","0,2290","18,88%"
"11.12.2018","0,2330","0,2550","0,2770","0,2240","-5,28%"
"10.12.2018","0,2460","0,2350","0,2670","0,2320","-1,99%"
"07.12.2018","0,2510","0,2480","0,2700","0,2350","6,36%"
"06.12.2018","0,2360","0,2520","0,2710","0,2240","-14,49%"
"05.12.2018","0,2760","0,2530","0,2780","0,2420","5,34%"
"04.12.2018","0,2620","0,2790","0,3010","0,2610","-14,10%"
"03.12.2018","0,3050","0,3380","0,3470","0,3040","-5,28%"
"01.12.2018","0,3220","0,3220","0,3220","0,3220","2,22%"
"30.11.2018","0,3150","0,3230","0,3290","0,3050","-1,87%"
"29.11.2018","0,3210","0,3450","0,3450","0,3160","-7,76%"
"28.11.2018","0,3480","0,3460","0,3580","0,3320","-0,85%"
"27.11.2018","0,3510","0,3470","0,3590","0,3300","-3,04%"
"26.11.2018","0,3620","0,3500","0,3710","0,3450","6,47%"
"23.11.2018","0,3400","0,3660","0,3800","0,3310","-8,11%"
"22.11.2018","0,3700","0,3700","0,3780","0,3530","-1,86%"
"21.11.2018","0,3770","0,3620","0,3810","0,3590","7,71%"
"20.11.2018","0,3500","0,3710","0,3770","0,3410","-5,91%"
"19.11.2018","0,3720","0,3700","0,3980","0,3680","1,36%"
"16.11.2018","0,3670","0,3690","0,3760","0,3600","1,94%"
"15.11.2018","0,3600","0,4020","0,4070","0,3480","-9,77%"
"14.11.2018","0,3990","0,3910","0,4150","0,3830","-2,68%"
"13.11.2018","0,4100","0,3980","0,4120","0,3820","2,50%"
"12.11.2018","0,4000","0,4140","0,4160","0,3780","-1,96%"
"11.11.2018","0,4080","0,4080","0,4080","0,4080","0,25%"
"09.11.2018","0,4070","0,4460","0,4470","0,4060","-11,33%"
"08.11.2018","0,4590","0,4590","0,4690","0,4450","2,68%"
"07.11.2018","0,4470","0,4260","0,4590","0,4170","3,47%"
"06.11.2018","0,4320","0,4280","0,4370","0,4050","1,65%"
"05.11.2018","0,4250","0,4350","0,4380","0,4120","-0,23%"
"02.11.2018","0,4260","0,3990","0,4400","0,3990","6,50%"
"01.11.2018","0,4000","0,3870","0,4220","0,3850","3,63%"
"31.10.2018","0,3860","0,3920","0,4030","0,3770","4,61%"
"30.10.2018","0,3690","0,3800","0,4070","0,3660","-3,15%"
"29.10.2018","0,3810","0,3570","0,3990","0,3470","6,72%"
"26.10.2018","0,3570","0,3800","0,3880","0,3390","-10,53%"
"25.10.2018","0,3990","0,3820","0,4150","0,3780","1,01%"
"24.10.2018","0,3950","0,4200","0,4230","0,3850","-3,66%"
"23.10.2018","0,4100","0,4310","0,4420","0,4020","-8,69%"
"22.10.2018","0,4490","0,4630","0,4820","0,4370","1,13%"
"20.10.2018","0,4440","0,4440","0,4440","0,4440","-3,27%"
"19.10.2018","0,4590","0,4170","0,4650","0,3890","10,87%"
"18.10.2018","0,4140","0,4760","0,4840","0,4120","-10,58%"
"17.10.2018","0,4630","0,4870","0,4890","0,4500","-5,70%"
"16.10.2018","0,4910","0,5060","0,5180","0,4820","-1,60%"
"15.10.2018","0,4990","0,4910","0,5100","0,4780","0,20%"
"12.10.2018","0,4980","0,5290","0,5450","0,4940","-4,41%"
"11.10.2018","0,5210","0,5020","0,5340","0,4910","-6,13%"
"10.10.2018","0,5550","0,5340","0,5810","0,5300","0,73%"
"09.10.2018","0,5510","0,5480","0,5710","0,5310","4,55%"
"08.10.2018","0,5270","0,5700","0,5760","0,5210","-8,67%"
"05.10.2018","0,5770","0,5350","0,5780","0,5300","8,87%"
"04.10.2018","0,5300","0,5510","0,5510","0,5040","11,34%"
"03.10.2018","0,4760","0,4570","0,4830","0,4330","12,53%"
"02.10.2018","0,4230","0,4720","0,4720","0,4090","-10,95%"
"01.10.2018","0,4750","0,4750","0,5080","0,4680","0,64%"
"28.09.2018","0,4720","0,4910","0,5050","0,4470","-10,44%"
"27.09.2018","0,5270","0,4920","0,5330","0,4780","0,57%"
"26.09.2018","0,5240","0,5390","0,5420","0,5230","-3,32%"
"25.09.2018","0,5420","0,5180","0,5500","0,5180","6,48%"
"24.09.2018","0,5090","0,4600","0,5140","0,4510","10,41%"
"21.09.2018","0,4610","0,4770","0,4850","0,4540","-2,33%"
"20.09.2018","0,4720","0,4800","0,5060","0,4720","-3,48%"
"19.09.2018","0,4890","0,4850","0,5020","0,4700","1,45%"
"18.09.2018","0,4820","0,4550","0,4850","0,4420","5,24%"
"17.09.2018","0,4580","0,4420","0,4730","0,4400","10,63%"
"16.09.2018","0,4140","0,4150","0,4160","0,4090","-6,97%"
"14.09.2018","0,4450","0,4240","0,4600","0,4210","4,95%"
"13.09.2018","0,4240","0,4090","0,4430","0,4020","3,67%"
"12.09.2018","0,4090","0,4300","0,4320","0,3980","-4,88%"
"11.09.2018","0,4300","0,4100","0,4410","0,4060","6,70%"
"10.09.2018","0,4030","0,3870","0,4170","0,3750","3,07%"
"07.09.2018","0,3910","0,3580","0,3960","0,3510","9,83%"
"06.09.2018","0,3560","0,3880","0,3910","0,3490","-6,81%"
"05.09.2018","0,3820","0,3560","0,4010","0,3450","6,11%"
"04.09.2018","0,3600","0,3390","0,3630","0,3330","6,82%"
"03.09.2018","0,3370","0,3410","0,3470","0,3140","1,81%"
"31.08.2018","0,3310","0,3570","0,3640","0,3280","-4,34%"
"30.08.2018","0,3460","0,4050","0,4120","0,3450","-14,78%"
"29.08.2018","0,4060","0,3820","0,4140","0,3730","6,56%"
"28.08.2018","0,3810","0,3730","0,3970","0,3590","0,79%"
"27.08.2018","0,3780","0,3380","0,3820","0,3240","8,00%"
"25.08.2018","0,3500","0,3500","0,3500","0,3500","1,74%"
"24.08.2018","0,3440","0,3470","0,3640","0,3380","0,88%"
"23.08.2018","0,3410","0,3390","0,3560","0,3370","-1,16%"
"22.08.2018","0,3450","0,3240","0,3570","0,3190","2,99%"
"21.08.2018","0,3350","0,3100","0,3350","0,3000","9,48%"
"20.08.2018","0,3060","0,3020","0,3200","0,2980","-1,92%"
"18.08.2018","0,3120","0,3120","0,3120","0,3120","1,96%"
"17.08.2018","0,3060","0,3120","0,3180","0,2870","-4,37%"
"16.08.2018","0,3200","0,3130","0,3220","0,3010","4,92%"
"15.08.2018","0,3050","0,3240","0,3390","0,2900","-7,01%"
"14.08.2018","0,3280","0,3230","0,3390","0,3160","4,79%"
"13.08.2018","0,3130","0,3180","0,3310","0,3010","-2,49%"
"10.08.2018","0,3210","0,3600","0,3600","0,3160","-14,85%"
"09.08.2018","0,3770","0,3980","0,4010","0,3720","-5,51%"
"08.08.2018","0,3990","0,4090","0,4190","0,3960","-2,68%"
"07.08.2018","0,4100","0,4000","0,4170","0,3870","4,59%"
"06.08.2018","0,3920","0,4140","0,4270","0,3860","-3,92%"
"04.08.2018","0,4080","0,4080","0,4080","0,4080","-0,49%"
"03.08.2018","0,4100","0,4520","0,4600","0,4060","-11,06%"
"02.08.2018","0,4610","0,4750","0,4820","0,4460","-3,56%"
"01.08.2018","0,4780","0,4550","0,4950","0,4550","7,42%"
"31.07.2018","0,4450","0,4170","0,4560","0,4090","-0,45%"
"30.07.2018","0,4470","0,4060","0,4610","0,3930","11,75%"
"28.07.2018","0,4000","0,4000","0,4000","0,4000","-1,23%"
"27.07.2018","0,4050","0,4130","0,4180","0,3970","-0,49%"
"26.07.2018","0,4070","0,4200","0,4240","0,3890","2,78%"
"25.07.2018","0,3960","0,3880","0,3980","0,3800","-0,50%"
"24.07.2018","0,3980","0,4050","0,4240","0,3890","-2,45%"
"23.07.2018","0,4080","0,3810","0,4100","0,3710","9,38%"
"20.07.2018","0,3730","0,3320","0,3770","0,3130","12,35%"
"19.07.2018","0,3320","0,3550","0,3610","0,3290","-3,21%"
"18.07.2018","0,3430","0,3540","0,3550","0,3240","-0,87%"
"17.07.2018","0,3460","0,3640","0,3700","0,3440","13,82%"
"16.07.2018","0,3040","0,2820","0,3160","0,2800","7,04%"
"13.07.2018","0,2840","0,3010","0,3020","0,2630","-4,05%"
"12.07.2018","0,2960","0,3150","0,3170","0,2890","-4,82%"
"11.07.2018","0,3110","0,3030","0,3190","0,2920","-2,51%"
"10.07.2018","0,3190","0,3120","0,3300","0,3060","5,63%"
"09.07.2018","0,3020","0,2970","0,3240","0,2950","2,03%"
"06.07.2018","0,2960","0,3110","0,3150","0,2810","-0,34%"
"05.07.2018","0,2970","0,3210","0,3430","0,2920","-2,94%"
"04.07.2018","0,3060","0,3000","0,3130","0,2860","4,44%"
"03.07.2018","0,2930","0,3160","0,3310","0,2890","-3,93%"
"02.07.2018","0,3050","0,3020","0,3150","0,2840","0,66%"
"29.06.2018","0,3030","0,3390","0,3540","0,3000","-5,02%"
"28.06.2018","0,3190","0,3160","0,3320","0,2990","-1,54%"
"27.06.2018","0,3240","0,3360","0,3410","0,3050","-5,26%"
"26.06.2018","0,3420","0,3340","0,3590","0,3170","4,59%"
"25.06.2018","0,3270","0,3190","0,3430","0,3040","-2,68%"
"23.06.2018","0,3360","0,3360","0,3360","0,3360","0,00%"
"22.06.2018","0,3360","0,3310","0,3560","0,3260","0,60%"
"21.06.2018","0,3340","0,3880","0,3880","0,3170","-11,41%"
"20.06.2018","0,3770","0,3840","0,3880","0,3620","1,07%"
"19.06.2018","0,3730","0,3890","0,3890","0,3500","-6,75%"
"18.06.2018","0,4000","0,3960","0,4090","0,3810","-0,50%"
"16.06.2018","0,4020","0,4020","0,4020","0,4020","-0,25%"
"15.06.2018","0,4030","0,4250","0,4280","0,3760","-6,50%"
"14.06.2018","0,4310","0,4810","0,5130","0,4230","-10,95%"
"13.06.2018","0,4840","0,4930","0,4970","0,4620","-1,22%"
"12.06.2018","0,4900","0,4950","0,5190","0,4860","-0,81%"
"11.06.2018","0,4940","0,4750","0,5080","0,4610","10,76%"
"08.06.2018","0,4460","0,4510","0,4620","0,3970","-6,69%"
"07.06.2018","0,4780","0,4830","0,5170","0,4780","3,02%"
"06.06.2018","0,4640","0,4010","0,4680","0,3860","19,90%"
"05.06.2018","0,3870","0,4180","0,4180","0,3610","-7,86%"
"04.06.2018","0,4200","0,3910","0,4240","0,3820","9,09%"
"01.06.2018","0,3850","0,3660","0,4100","0,3530","13,24%"
"31.05.2018","0,3400","0,3570","0,4120","0,3220","-8,11%"
"30.05.2018","0,3700","0,2900","0,3730","0,2820","43,97%"
"29.05.2018","0,2570","0,3430","0,3430","0,1920","-25,51%"
"28.05.2018","0,3450","0,4400","0,4610","0,3390","-15,02%"
"25.05.2018","0,4060","0,4740","0,4790","0,3860","-13,62%"
"24.05.2018","0,4700","0,5100","0,5330","0,4610","-7,11%"
"23.05.2018","0,5060","0,5470","0,5510","0,4960","-9,64%"
